candidate_source_name,decode,format,height,index,mode,offset,segment_bytes,width
Road/ar_dirt_1.psd,ok,DDS,512,0,RGBA,0,174976,512
Road/ar_dirt_2.psd,ok,DDS,512,1,RGBA,174976,174976,512
Road/ar_gravel_1.psd,ok,DDS,512,2,RGBA,349952,174976,512
Road/ar_gravel_2.psd,ok,DDS,512,3,RGBA,524928,174976,512
Road/au_mud_rd_1.psd,ok,DDS,512,4,RGBA,699904,174976,512
Road/au_mud_rd_2.psd,ok,DDS,512,5,RGBA,874880,174976,512
Road/au_mud_rd_3.psd,ok,DDS,512,6,RGBA,1049856,174976,512
Road/au_tarmac_1.psd,ok,DDS,512,7,RGBA,1224832,174976,512
Road/ca_tarmac_1.png,ok,DDS,512,8,RGBA,1399808,174976,512
Road/ca_tarmac_2.png,ok,DDS,512,9,RGBA,1574784,174976,512
Road/ca_tarmac_2_snow.png,ok,DDS,512,10,RGBA,1749760,174976,512
Road/ca_tarmac_snow.png,ok,DDS,512,11,RGBA,1924736,174976,512
Road/circuit_tarmac_1.tga,ok,DDS,512,12,RGBA,2099712,174976,512
Road/circuit_tarmac_white.tga,ok,DDS,512,13,RGBA,2274688,174976,512
Road/circuit_tarmac_snow.png,ok,DDS,512,14,RGBA,2449664,174976,512
Road/fi_tarmac.tga,ok,DDS,512,15,RGBA,2624640,174976,512
Road/fi_gravel.tga,ok,DDS,512,16,RGBA,2799616,174976,512
Road/fi_gravel_2.tga,ok,DDS,512,17,RGBA,2974592,174976,512
Road/fi_gravel_3.tga,ok,DDS,512,18,RGBA,3149568,174976,512
Road/ge_tarmac_1.png,ok,DDS,512,19,RGBA,3324544,174976,512
Road/ge_tarmac_2.png,ok,DDS,512,20,RGBA,3499520,174976,512
